zipcode,price,client_score
98032,251296.24,3.12
98001,281194.8698060942,3.227146814404432
98042,311580.33638025593,3.1809872029250457
98022,316742.3905579399,3.4463519313304722
98092,334921.0626780627,3.2108262108262107
